MCT_NM,MCT_TYPE,latitude,longitude,ADDR,LOCAL_UE_CNT_RAT,MONTH
김가네이도점,분식,33.4929335,126.5473827,제주 제주시 이도이동 1956번지 한일베라체아파트 601동 107호,90.57,02월
김가네이도점,분식,33.4929335,126.5473827,제주 제주시 이도이동 1956번지 한일베라체아파트 601동 107호,90.57,06월
퍼드림식당,가정식,33.2545545,126.5712908,제주 서귀포시 동홍동 647-4번지 1층,90.57,01월
제주태원,가정식,33.5089538,126.5389729,제주 제주시 일도이동 330-14번지 1층,90.57,04월
오늘쉐프제주첨단점,단품요리 전문,33.4573965,126.574107,제주 제주시 월평동 717번지 JDC제주첨단리슈빌 상가동 104호,90.57,02월
삼다통닭화북점,치킨,33.5176435,126.5766643,제주 제주시 화북일동 15-1번지 1호,90.57,11월
유일무이,단품요리 전문,33.5021391,126.5431964,제주 제주시 일도이동 68-7번지,90.57,11월
해와달삼계탕,단품요리 전문,33.5071769,126.5409865,제주 제주시 일도이동 369-16번지,90.57,10월
동홍소량,가정식,33.2570804,126.5733377,제주 서귀포시 동홍동 107-10번지,90.56,05월
곱창이야기일도점,단품요리 전문,33.5020222,126.5455475,제주 제주시 일도이동 70-3번지,90.56,08월
인생극장,단품요리 전문,33.5053453,126.5402632,제주 제주시 일도이동 380-2번지 1층,90.56,10월
오라동자담치킨,치킨,33.4882301,126.5119798,제주 제주시 오라이동 1479번지 1층,90.56,03월
밤은짧고요순살은맛있고맥주는차가워요,맥주/요리주점,33.515196,126.5803458,제주 제주시 도련일동 1971-4번지 2층,90.55,03월
용용선생제주일도점,맥주/요리주점,33.5014815,126.5430532,제주 제주시 이도이동 409-3번지,90.55,07월
김가네이도점,분식,33.4929335,126.5473827,제주 제주시 이도이동 1956번지 한일베라체아파트 601동 107호,90.55,01월
꼬까삐,패스트푸드/간단한 식사,33.496231,126.5271407,제주 제주시 도남동 918-14번지,90.55,11월
제주도고기오빠,단품요리 전문,33.500242,126.5460795,제주 제주시 일도이동 82-4번지,90.54,12월
화북신안,가정식,33.5209592,126.5680588,제주 제주시 화북일동 1968-23번지 1층,90.54,04월
남다른대구막창,단품요리 전문,33.5144593,126.5742772,제주 제주시 화북일동 1019-2번지,90.53,10월
오라장어,가정식,33.4938905,126.5201116,제주 제주시 오라일동 1076번지 1층,90.52,12월
일품왕솥뚜껑,가정식,33.5070466,126.5409195,제주 제주시 일도이동 369-18번지,90.52,02월
과수원집,가정식,33.5074841,126.5462798,제주 제주시 건입동 113번지,90.52,08월
일품왕솥뚜껑,가정식,33.5070466,126.5409195,제주 제주시 일도이동 369-18번지,90.52,08월
오라돈돈,가정식,33.4895477,126.5121071,제주 제주시 오라이동 1349-3번지,90.51,02월
백스비어 제주인제점,맥주/요리주점,33.5027737,126.5428036,제주 제주시 일도이동 49-3번지 1층,90.51,01월
돈삼겹삼화점,단품요리 전문,33.5165735,126.5767169,제주 제주시 화북일동 1005-3번지 1층,90.5,03월
으뜸아이스크림할인점,디저트/간식,33.4905086,126.4339485,제주 제주시 외도일동 453-7번지 외도동에코그린빌3차아파트 102호,90.5,12월
귀한족발제주일도점,단품요리 전문,33.5058826,126.5405835,제주 제주시 일도이동 378-7번지 102호,90.5,04월
돈앤삼겹,단품요리 전문,33.4912843,126.4807258,제주 제주시 연동 1953-11번지 1층,90.5,11월
순곱이네일도점,가정식,33.5025946,126.5429127,제주 제주시 일도이동 49-4번지,90.5,01월
부가네얼큰이인제점,가정식,33.5090413,126.5392679,제주 제주시 일도이동 330-12번지 1층,90.49,04월
큰나무집,가정식,33.5107011,126.5120193,제주 제주시 용담이동 358-17번지 큰나무집,90.49,12월
7번가피자제주이도점,피자,33.4964933,126.5386345,제주 제주시 이도이동 1070번지 1층,90.49,08월
천하육회일도,단품요리 전문,33.5021391,126.5431964,제주 제주시 일도이동 68-7번지,90.49,03월
스시나미,일식,33.4918299,126.5436025,제주 제주시 아라이동 3003-10번지 지하 1층,90.48,03월
스시나미,일식,33.4918299,126.5436025,제주 제주시 아라이동 3003-10번지 지하 1층,90.48,04월
화북신안,가정식,33.5209592,126.5680588,제주 제주시 화북일동 1968-23번지 1층,90.48,01월
농업회사법인 유한회사 순대고을,단품요리 전문,33.4213092,126.2733578,제주 제주시 한림읍 대림리 1683-2번지 1층,90.48,11월
조마루뼈다귀 일도지구점,단품요리 전문,33.5027155,126.5435408,제주 제주시 일도이동 52-8번지,90.48,04월
수다뜰떡방,디저트/간식,33.4900066,126.4780175,제주 제주시 노형동 1051-13번지,90.48,10월
송이축산정육식당삼양점,가정식,33.520576,126.5799477,제주 제주시 삼양이동 2149-1번지 1층,90.48,12월
제주도고기오빠,단품요리 전문,33.500242,126.5460795,제주 제주시 일도이동 82-4번지,90.48,02월
제이아이,단품요리 전문,33.4987399,126.5313602,제주 제주시 이도이동 1181-10번지 2층,90.48,09월
(주)아워홈 카카오제주점,패스트푸드/간단한 식사,33.4495251,126.5743285,제주 제주시 영평동 2184번지 1층,90.48,08월
나주닭집,단품요리 전문,33.503329,126.5277844,제주 제주시 이도일동 1289-5번지 보성시장내,90.48,07월
캐리어에어콘제주총판,단품요리 전문,33.4868951,126.5250146,제주 제주시 도남동 ,90.48,05월
영중화요리,중식,33.500188,126.5182917,제주 제주시 삼도일동 519-15번지 1층,90.48,12월
천도두루치기,가정식,33.5034318,126.5450357,제주 제주시 일도이동 53-7번지 1층,90.47,09월
스시나미,일식,33.4918299,126.5436025,제주 제주시 아라이동 3003-10번지 지하 1층,90.47,08월
스시나미,일식,33.4918299,126.5436025,제주 제주시 아라이동 3003-10번지 지하 1층,90.47,09월
빨간집베라체점,가정식,33.4930002,126.5437069,제주 제주시 이도이동 1965-14번지 1층,90.46,08월
김준호의대단한갈비 제주아라점,단품요리 전문,33.4764274,126.5447546,제주 제주시 아라일동 6103-7번지 1층,90.46,07월
김자매아구찜,단품요리 전문,33.4960687,126.5246422,제주 제주시 도남동 906-1번지 1층,90.46,09월
우원,가정식,33.5031494,126.5425707,제주 제주시 일도이동 48-8번지,90.46,05월
쭈꾸미달인,단품요리 전문,33.5156189,126.580953,제주 제주시 도련일동 1910번지 제주삼화사랑으로부영8차아파트 1동 104호 상가,90.46,10월
미쓰신아강발,단품요리 전문,33.5029833,126.5426735,제주 제주시 일도이동 48-9번지,90.45,08월
식사준비 제주노형점,단품요리 전문,33.4861341,126.4746917,제주 제주시 노형동 2613-1번지 1동 102호,90.45,05월
연가갈비,가정식,33.4917448,126.5292012,제주 제주시 도남동 65-8번지,90.45,08월
자담치킨호프카페제주아라점,치킨,33.4746149,126.5449142,제주 제주시 아라일동 6095-10번지 1층,90.44,10월
꼬까삐,패스트푸드/간단한 식사,33.496231,126.5271407,제주 제주시 도남동 918-14번지,90.44,10월
토대력올레점,꼬치구이,33.5023628,126.5425101,제주 제주시 이도이동 408-6번지,90.44,11월
백스비어 제주인제점,맥주/요리주점,33.5027737,126.5428036,제주 제주시 일도이동 49-3번지 1층,90.44,09월
자담치킨호프카페제주아라점,치킨,33.4746149,126.5449142,제주 제주시 아라일동 6095-10번지 1층,90.43,07월
옛날통닭물통광양점,치킨,33.4996823,126.535995,제주 제주시 이도이동 1134-8번지 1층,90.43,09월
식사준비 제주노형점,단품요리 전문,33.4861341,126.4746917,제주 제주시 노형동 2613-1번지 1동 102호,90.43,12월
홍열이네,단품요리 전문,33.505514,126.5418049,제주 제주시 일도이동 409-2번지,90.43,11월
언니네,가정식,33.4959925,126.5267923,제주 제주시 도남동 908-9번지,90.43,11월
대정골,가정식,33.5093015,126.5149354,제주 제주시 용담일동 232-15번지 1층,90.43,12월
산약초삼계탕,단품요리 전문,33.4887166,126.4268692,제주 제주시 외도일동 534-1번지 외도갤럭시타운아파트 지하 101호,90.41,08월
토대력올레점,꼬치구이,33.5023628,126.5425101,제주 제주시 이도이동 408-6번지,90.41,10월
탐궁숯불갈비,가정식,33.4858321,126.4290015,제주 제주시 외도일동 634-1번지,90.4,06월
김가네이도점,분식,33.4929335,126.5473827,제주 제주시 이도이동 1956번지 한일베라체아파트 601동 107호,90.4,03월
불난닭짱,단품요리 전문,33.5097272,126.5135335,제주 제주시 용담일동 242-16번지 1층,90.4,09월
바르메본점,단품요리 전문,33.4861631,126.4763984,제주 제주시 노형동 1284-13번지 1층,90.4,10월
제주태원,가정식,33.5089538,126.5389729,제주 제주시 일도이동 330-14번지 1층,90.4,09월
홍열이네,단품요리 전문,33.505514,126.5418049,제주 제주시 일도이동 409-2번지,90.4,04월
자담치킨호프카페제주아라점,치킨,33.4746149,126.5449142,제주 제주시 아라일동 6095-10번지 1층,90.4,08월
삼화주구,단품요리 전문,33.5161508,126.5814174,제주 제주시 도련일동 1917-4번지 1층,90.4,09월
삼화배달통,중식,33.5167018,126.579111,제주 제주시 도련일동 1963-13번지,90.4,06월
제주태원,가정식,33.5089538,126.5389729,제주 제주시 일도이동 330-14번지 1층,90.4,03월
돈삼겹삼화3호점,단품요리 전문,33.5198382,126.5822958,제주 제주시 삼양이동 2176-12번지 1층,90.4,04월
아라찐빵,분식,33.4918006,126.5399775,제주 제주시 이도이동 1974-8번지,90.4,12월
쌍팔련도,가정식,33.5020734,126.5434758,제주 제주시 일도이동 68-1번지 1층,90.39,09월
식사준비 제주노형점,단품요리 전문,33.4861341,126.4746917,제주 제주시 노형동 2613-1번지 1동 102호,90.39,03월
동홍소량,가정식,33.2570804,126.5733377,제주 서귀포시 동홍동 107-10번지,90.39,03월
한마음정육식당삼화점,단품요리 전문,33.5144514,126.5784773,제주 제주시 도련일동 1977-5번지 1층,90.38,03월
오태식해바라기치킨일도점,치킨,33.5054731,126.54167,제주 제주시 일도이동 409-3번지 2층,90.38,04월
밤은짧고요순살은맛있고맥주는차가워요,맥주/요리주점,33.515196,126.5803458,제주 제주시 도련일동 1971-4번지 2층,90.38,06월
교촌치킨 이도점,치킨,33.4939349,126.5415506,제주 제주시 이도이동 1970-24번지 1층,90.38,08월
잇바이탭일도점,단품요리 전문,33.5051627,126.5416574,제주 제주시 일도이동 409-8번지 1층,90.38,09월
삼다통닭화북점,치킨,33.5176435,126.5766643,제주 제주시 화북일동 15-1번지 1호,90.38,10월
토대력올레점,꼬치구이,33.5023628,126.5425101,제주 제주시 이도이동 408-6번지,90.38,12월
오라동자담치킨,치킨,33.4882301,126.5119798,제주 제주시 오라이동 1479번지 1층,90.38,05월
바르메본점,단품요리 전문,33.4861631,126.4763984,제주 제주시 노형동 1284-13번지 1층,90.38,11월
남문숯불바베큐치킨 삼화점,치킨,33.5200838,126.5731444,제주 제주시 화북일동 11-2번지 1층,90.38,01월
불닭공장신산점,단품요리 전문,33.5092023,126.5333256,제주 제주시 일도이동 1019-20번지,90.38,01월
김준호의대단한갈비 제주용담점,단품요리 전문,33.5094609,126.5100921,제주 제주시 용담이동 624-8번지 1층 1호,90.38,06월
바르메본점,단품요리 전문,33.4861631,126.4763984,제주 제주시 노형동 1284-13번지 1층,90.37,06월
교촌치킨 이도점,치킨,33.4939349,126.5415506,제주 제주시 이도이동 1970-24번지 1층,90.37,11월
불닭공장 이도점,단품요리 전문,33.491681,126.5437452,제주 제주시 아라이동 3003-11번지 1층,90.37,08월
김준호의대단한갈비 제주첨단점,단품요리 전문,33.4573965,126.574107,제주 제주시 월평동 717번지 JDC제주첨단리슈빌 상가동 1층 103호,90.37,01월
주식회사 냉삼,단품요리 전문,33.5029833,126.5426735,제주 제주시 일도이동 48-9번지 1층,90.37,02월
바르메본점,단품요리 전문,33.4861631,126.4763984,제주 제주시 노형동 1284-13번지 1층,90.37,09월
루스트 삼화점,양식,33.5144701,126.5754506,제주 제주시 화북일동 1023-5번지,90.37,10월
김가네이도점,분식,33.4929335,126.5473827,제주 제주시 이도이동 1956번지 한일베라체아파트 601동 107호,90.36,09월
미미쿡제주이도점,단품요리 전문,33.4943283,126.5449527,제주 제주시 이도이동 1948-7번지 1층,90.36,02월
소은이네 뼈 감자탕,단품요리 전문,33.490489,126.4293084,제주 제주시 외도일동 442-3번지 1층,90.36,12월
목민,가정식,33.4959536,126.5250016,제주 제주시 도남동 906-31번지 1층,90.36,09월
꾸어삼겹,가정식,33.5102553,126.5321995,제주 제주시 일도이동 1030-10번지,90.36,03월
아이스크림상회(베라체점),디저트/간식,33.4941713,126.5477284,제주 제주시 이도이동 1955-3번지 103호,90.36,02월
식사준비제주외도점,단품요리 전문,33.4873654,126.4307022,제주 제주시 외도일동 541-12번지 1층,90.36,08월
하나로휴게음식점,분식,33.5041073,126.5544816,제주 제주시 일도이동 1번지,90.36,12월
제라진국밥,가정식,33.5076471,126.5251434,제주 제주시 이도일동 1702-10번지,90.35,03월
춘천명동닭갈비삼화점,단품요리 전문,33.5147837,126.5754972,제주 제주시 화북일동 1015-2번지 1층,90.35,04월
황궁갈비,가정식,33.4903537,126.5347333,제주 제주시 이도이동 1997-10번지,90.35,07월
백스비어 제주인제점,맥주/요리주점,33.5027737,126.5428036,제주 제주시 일도이동 49-3번지 1층,90.35,08월
빨간집삼화지구점,가정식,33.514786,126.5760546,제주 제주시 화북일동 1023-1번지 1층,90.34,03월
해와달삼계탕,단품요리 전문,33.5071769,126.5409865,제주 제주시 일도이동 369-16번지,90.34,06월
돈삼겹삼화점,단품요리 전문,33.5165735,126.5767169,제주 제주시 화북일동 1005-3번지 1층,90.34,02월
다희네민물장어,단품요리 전문,33.4861127,126.4272503,제주 제주시 외도일동 537-4번지 1층,90.34,05월
우원,가정식,33.5031494,126.5425707,제주 제주시 일도이동 48-8번지,90.34,03월
동홍소량,가정식,33.2570804,126.5733377,제주 서귀포시 동홍동 107-10번지,90.34,09월
60계치킨제주삼화지구점,치킨,33.5144593,126.5742772,제주 제주시 화북일동 1019-2번지 1층,90.34,02월
난타오천서사로점,피자,33.5045645,126.519038,제주 제주시 삼도일동 782-36번지 1층,90.33,03월
빨간집베라체점,가정식,33.4930002,126.5437069,제주 제주시 이도이동 1965-14번지 1층,90.33,10월
식사준비 제주노형점,단품요리 전문,33.4861341,126.4746917,제주 제주시 노형동 2613-1번지 1동 102호,90.33,04월
루스트플레이스베라체점,양식,33.4924444,126.5430135,제주 제주시 아라이동 3001-10번지 한라훠프라자,90.33,09월
조마루뼈다귀 일도지구점,단품요리 전문,33.5027155,126.5435408,제주 제주시 일도이동 52-8번지,90.33,02월
